,City,Metro,CountyName,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31
95,Fountain,Colorado Springs,El Paso County,171001.0,171630.0,172285.0,172437.0,173583.0,174482.0,175815.0,175792.0,175928.0,175425.0,175625.0,175786.0,176167.0,176703.0,177777.0,178419.0,178940.0,178780.0,178164.0,178429.0,179061.0,180222.0,180827.0,181515.0,182087.0,182501.0,182707.0,183038.0,183351.0,183678.0,184335.0,184477.0,185062.0,185746.0,186697.0,188325.0,189421.0,190541.0,190671.0,191309.0,192579.0,193312.0,193894.0,194127.0,195085.0,196170.0,197549.0,198430.0,198953.0,199941.0,201614.0,203910.0,205228.0,206560.0,207707.0,209109.0,210447.0,211839.0,213517.0,215466.0,217399.0,219143.0,220790.0,222327.0,223985.0,225385.0,227111.0,229098.0,231017.0,233346.0,235710.0,238088.0,239378.0,240484.0,241847.0,244052.0,246030.0,247530.0,248436.0,249199.0,250503.0,252245.0,254337.0,256139.0,257647.0,258948.0,259490.0,259881.0,260190.0,261334.0,263061.0,265628.0,268622.0,271115.0,272988.0,274504.0,276643.0,279282.0,282422.0,285485.0,288002.0,290284.0,292736.0,296268.0,300311.0,304912.0,312579.0,319734.0,327238.0,330911.0,,347802.0,358420.0,366349.0,375456.0,383697.0,390614.0,396166.0,400417.0,405462.0,410902.0,417162.0,422599.0,429317.0,435030.0,438426.0,436617.0
96,Englewood,Denver-Aurora-Lakewood,Arapahoe County,265190.0,267825.0,270112.0,274064.0,276649.0,280130.0,282325.0,284711.0,286036.0,287224.0,288915.0,291502.0,295075.0,298606.0,302273.0,305466.0,307870.0,310538.0,312892.0,314755.0,316603.0,317207.0,318695.0,320362.0,321975.0,324847.0,326229.0,327762.0,328938.0,330389.0,333150.0,334621.0,336396.0,337901.0,340144.0,344122.0,348578.0,353660.0,358541.0,364228.0,369705.0,374146.0,377589.0,380693.0,384248.0,387525.0,391551.0,394376.0,397050.0,398974.0,402762.0,405917.0,408271.0,408864.0,410358.0,412115.0,413616.0,416210.0,420199.0,425488.0,428662.0,431626.0,433417.0,436072.0,437515.0,440098.0,442977.0,446212.0,449695.0,453737.0,457369.0,461608.0,462576.0,462698.0,462237.0,464216.0,467483.0,470496.0,474477.0,479244.0,483640.0,487821.0,490333.0,491858.0,492789.0,495218.0,497891.0,499596.0,500025.0,500002.0,499010.0,497982.0,498150.0,498949.0,501101.0,503516.0,508154.0,510348.0,511956.0,512736.0,513619.0,513868.0,509342.0,508545.0,510102.0,518716.0,526004.0,533143.0,540064.0,547987.0,556558.0,565409.0,576526.0,588942.0,602790.0,613681.0,619927.0,624045.0,629876.0,640760.0,656363.0,671085.0,686510.0,695556.0,703680.0,702153.0,695656.0
97,Monument,Colorado Springs,El Paso County,373108.0,374639.0,376322.0,376256.0,376733.0,377915.0,380897.0,382873.0,384228.0,385099.0,387273.0,389555.0,391561.0,393839.0,397974.0,401121.0,403423.0,403252.0,402366.0,403049.0,402772.0,404630.0,405740.0,408075.0,408779.0,409684.0,410478.0,411390.0,411286.0,410830.0,410785.0,410633.0,411743.0,414206.0,416000.0,419216.0,419767.0,420966.0,420381.0,421927.0,425073.0,426552.0,426864.0,425970.0,427168.0,428879.0,432014.0,434825.0,437970.0,441329.0,445228.0,449781.0,452711.0,454883.0,456442.0,457907.0,459671.0,462031.0,465102.0,469625.0,473415.0,476653.0,479033.0,481222.0,484379.0,487140.0,490967.0,494806.0,499189.0,503915.0,509298.0,513574.0,516669.0,518744.0,521317.0,524630.0,528343.0,531652.0,533910.0,534800.0,536982.0,541107.0,546254.0,550572.0,552724.0,555030.0,556278.0,557659.0,558104.0,559138.0,561124.0,564042.0,567871.0,570356.0,572298.0,573389.0,575814.0,579365.0,583300.0,586505.0,588850.0,590102.0,591500.0,594700.0,600197.0,606786.0,610020.0,613196.0,618477.0,626251.0,637976.0,649205.0,663946.0,679057.0,696221.0,713735.0,729736.0,743813.0,755391.0,766660.0,777817.0,788024.0,796993.0,809108.0,821358.0,830377.0,828339.0
98,Peyton,Colorado Springs,El Paso County,253198.0,255837.0,258280.0,257442.0,257707.0,258020.0,260565.0,261497.0,262742.0,263124.0,264514.0,265593.0,267450.0,269245.0,271805.0,271317.0,270742.0,269345.0,270006.0,271423.0,272341.0,273813.0,274811.0,276624.0,278188.0,279662.0,281446.0,283355.0,283789.0,283870.0,283422.0,283727.0,284227.0,285818.0,287523.0,290036.0,290864.0,291671.0,291176.0,292323.0,294331.0,294942.0,295128.0,294746.0,296002.0,296885.0,298445.0,299471.0,299612.0,300097.0,301784.0,305608.0,308037.0,310035.0,311398.0,312901.0,314320.0,315810.0,317957.0,320620.0,321783.0,322648.0,323201.0,325231.0,327967.0,330574.0,333418.0,336068.0,338679.0,341615.0,345149.0,348434.0,350860.0,352595.0,355188.0,358706.0,362091.0,364644.0,365932.0,366817.0,368895.0,371438.0,374527.0,377090.0,378493.0,379245.0,378302.0,378523.0,378711.0,379916.0,381513.0,384125.0,387706.0,390318.0,392269.0,392909.0,393692.0,395112.0,397404.0,400656.0,403013.0,406281.0,409336.0,413609.0,417182.0,421297.0,425536.0,429572.0,433737.0,438237.0,447521.0,458239.0,471097.0,482587.0,494332.0,504871.0,514534.0,522937.0,530453.0,537419.0,544354.0,551107.0,556944.0,566244.0,575294.0,583006.0,583502.0
99,Colorado Springs,Colorado Springs,El Paso County,192123.0,192424.0,192304.0,192088.0,192997.0,194721.0,197375.0,198763.0,199631.0,199747.0,200938.0,202548.0,204324.0,205846.0,207704.0,208666.0,209301.0,209141.0,208933.0,209419.0,209630.0,211082.0,211924.0,213137.0,213046.0,212973.0,213127.0,213287.0,213554.0,213344.0,213790.0,213975.0,214932.0,215991.0,216857.0,218447.0,219076.0,220162.0,220457.0,221517.0,222975.0,223815.0,224665.0,225423.0,226582.0,227524.0,228843.0,229556.0,230150.0,231011.0,232831.0,235366.0,236932.0,238543.0,239473.0,240618.0,241865.0,243080.0,244323.0,245749.0,247917.0,250260.0,252284.0,253878.0,255768.0,257399.0,259302.0,261311.0,263392.0,266047.0,268445.0,270667.0,271402.0,272264.0,273675.0,276975.0,280075.0,283009.0,284629.0,286021.0,288030.0,290570.0,293681.0,296239.0,299161.0,301035.0,301813.0,301477.0,301097.0,301724.0,302908.0,304840.0,307522.0,309979.0,312146.0,313622.0,316337.0,320010.0,324376.0,328015.0,330383.0,332298.0,334619.0,338431.0,342913.0,348237.0,355746.0,362323.0,369731.0,374198.0,384416.0,394267.0,406701.0,416485.0,426286.0,434740.0,441013.0,446362.0,451174.0,456528.0,462812.0,470040.0,476257.0,483456.0,488910.0,491638.0,488854.0
100,Englewood,Denver-Aurora-Lakewood,Arapahoe County,179873.0,179821.0,179881.0,181851.0,183335.0,185855.0,187196.0,188893.0,189969.0,191900.0,193842.0,196437.0,199744.0,203456.0,207293.0,210053.0,212325.0,213559.0,215157.0,216527.0,218801.0,220220.0,221525.0,222916.0,224356.0,226694.0,227906.0,228785.0,230219.0,232285.0,235282.0,236661.0,238011.0,239453.0,241483.0,244478.0,247984.0,251846.0,254805.0,257711.0,260607.0,264007.0,267524.0,271282.0,275298.0,278986.0,283182.0,286550.0,289132.0,291329.0,294341.0,297310.0,300007.0,302246.0,305083.0,307224.0,308575.0,310210.0,312567.0,316103.0,319011.0,322831.0,325513.0,327889.0,328759.0,330957.0,333472.0,336216.0,338548.0,341283.0,343812.0,347118.0,348438.0,349136.0,349016.0,350655.0,353759.0,357047.0,360444.0,363873.0,367125.0,369775.0,372311.0,374429.0,376490.0,378676.0,381092.0,382702.0,383315.0,383184.0,383576.0,383777.0,384451.0,384842.0,386965.0,390335.0,395175.0,397880.0,399748.0,401044.0,404915.0,408309.0,407670.0,407200.0,408582.0,416085.0,423278.0,430060.0,436809.0,443221.0,449602.0,456883.0,466939.0,478747.0,491349.0,500563.0,504898.0,507726.0,512289.0,521343.0,533024.0,544032.0,555959.0,562745.0,568218.0,566166.0,561106.0
101,Denver,Denver-Aurora-Lakewood,Denver County,171312.0,171358.0,171819.0,171828.0,173365.0,175255.0,178168.0,180897.0,184232.0,186145.0,187248.0,188593.0,190355.0,193245.0,195594.0,198426.0,201242.0,204290.0,207491.0,210600.0,213124.0,214834.0,215718.0,217425.0,219099.0,221070.0,222325.0,224287.0,227144.0,229101.0,229994.0,230559.0,232289.0,234865.0,237957.0,241501.0,245511.0,249829.0,253729.0,257046.0,259140.0,261511.0,264670.0,268537.0,272422.0,275885.0,279166.0,282493.0,285869.0,289060.0,291100.0,293240.0,294962.0,297827.0,299738.0,301687.0,303072.0,304424.0,305892.0,307675.0,311048.0,315367.0,320196.0,323172.0,325263.0,326747.0,328094.0,329091.0,330028.0,331480.0,333705.0,336663.0,340124.0,343418.0,347161.0,351653.0,356004.0,358603.0,359772.0,360709.0,362621.0,364790.0,366717.0,368564.0,369571.0,369913.0,368948.0,368925.0,368711.0,368980.0,368715.0,369467.0,370519.0,371126.0,371604.0,372825.0,374327.0,376296.0,378316.0,380569.0,381792.0,383236.0,384350.0,386727.0,388371.0,392286.0,396708.0,401603.0,405805.0,409379.0,412533.0,416300.0,423585.0,433598.0,445707.0,455164.0,462261.0,468398.0,475666.0,484547.0,491116.0,498902.0,509888.0,524286.0,536184.0,540789.0,538429.0
102,Grand Junction,Grand Junction,Mesa County,139228.0,139009.0,139094.0,139571.0,140148.0,141152.0,142916.0,144982.0,146774.0,146925.0,146816.0,146857.0,146747.0,146821.0,147378.0,148945.0,150423.0,151046.0,151359.0,151611.0,152165.0,153040.0,153745.0,154573.0,155188.0,156224.0,156128.0,155525.0,155853.0,156672.0,157150.0,156540.0,156039.0,156206.0,156583.0,156708.0,156829.0,156788.0,157378.0,157958.0,158887.0,159441.0,160784.0,161746.0,163359.0,164377.0,165702.0,166789.0,167799.0,168814.0,169612.0,171042.0,172529.0,174272.0,175287.0,176321.0,176648.0,176628.0,176480.0,177497.0,178485.0,180101.0,180958.0,182045.0,182163.0,182306.0,182535.0,183702.0,185578.0,187684.0,189134.0,190653.0,192433.0,193801.0,194985.0,196449.0,197963.0,198979.0,199790.0,200570.0,201361.0,202809.0,204892.0,207277.0,208804.0,209722.0,210790.0,211632.0,213231.0,214348.0,214974.0,215550.0,216883.0,218113.0,219492.0,220111.0,222467.0,225912.0,228698.0,229382.0,228375.0,228809.0,230204.0,232367.0,234324.0,236888.0,238976.0,241957.0,245699.0,249913.0,253922.0,257679.0,262647.0,268418.0,274890.0,281023.0,286220.0,290652.0,294951.0,297136.0,299988.0,301767.0,307229.0,312571.0,317846.0,320872.0,322294.0
103,Colorado Springs,Colorado Springs,El Paso County,198072.0,198554.0,198995.0,199431.0,200798.0,202241.0,203608.0,203976.0,204170.0,204091.0,204905.0,205545.0,206082.0,206939.0,208937.0,210442.0,211101.0,210803.0,211036.0,212003.0,213218.0,214453.0,215274.0,216185.0,216489.0,217174.0,217373.0,217559.0,217028.0,216619.0,216665.0,216771.0,216962.0,217762.0,218399.0,220452.0,221649.0,223204.0,223410.0,224083.0,225153.0,225741.0,226290.0,226513.0,227416.0,228213.0,229607.0,230422.0,231361.0,232912.0,235010.0,237599.0,239107.0,240580.0,241725.0,242860.0,244274.0,245864.0,247803.0,250201.0,252740.0,254960.0,256670.0,258024.0,259492.0,260690.0,262185.0,264039.0,265824.0,268138.0,270624.0,273438.0,274980.0,276194.0,277577.0,280071.0,282465.0,283858.0,284377.0,284772.0,286239.0,288497.0,291049.0,293118.0,295037.0,296401.0,297118.0,297110.0,297322.0,298294.0,299811.0,301853.0,304573.0,307018.0,308994.0,310536.0,312813.0,315327.0,318142.0,320929.0,323361.0,325581.0,328140.0,331651.0,335482.0,340561.0,348215.0,355166.0,362289.0,366177.0,376425.0,385935.0,398368.0,407953.0,418252.0,427024.0,434540.0,440561.0,445475.0,450685.0,456538.0,463364.0,469151.0,476977.0,483968.0,488892.0,487541.0
104,Montrose,Montrose,Montrose County,173738.0,174093.0,174409.0,174537.0,174671.0,174824.0,175015.0,175317.0,175777.0,176408.0,177159.0,178095.0,179173.0,180399.0,181480.0,182462.0,183254.0,184091.0,184778.0,185508.0,186248.0,187208.0,188304.0,189522.0,190899.0,192329.0,193671.0,194717.0,195635.0,196541.0,197493.0,198457.0,199518.0,200772.0,202233.0,203825.0,205614.0,207561.0,209505.0,211135.0,212918.0,214433.0,215957.0,216924.0,217992.0,219099.0,220314.0,221559.0,222964.0,224356.0,225760.0,226904.0,228016.0,229049.0,229879.0,230597.0,231218.0,231960.0,232782.0,233651.0,234656.0,235866.0,237050.0,238101.0,238907.0,239708.0,240586.0,241500.0,242521.0,243660.0,244785.0,246099.0,247280.0,248369.0,249435.0,250503.0,251640.0,252612.0,253534.0,254479.0,255377.0,256212.0,257007.0,257703.0,258356.0,259170.0,260056.0,261132.0,262142.0,263253.0,264373.0,265503.0,266545.0,267482.0,,266419.0,265729.0,266464.0,267327.0,268443.0,269027.0,269785.0,270630.0,271727.0,272849.0,274657.0,276472.0,279463.0,282880.0,286044.0,287806.0,290178.0,294168.0,,310539.0,318658.0,325233.0,331606.0,338093.0,343916.0,351776.0,359133.0,363826.0,366405.0,369488.0,373585.0,377281.0
105,Highlands Ranch,Denver-Aurora-Lakewood,Douglas County,332240.0,334123.0,336031.0,329776.0,324583.0,319240.0,321371.0,322634.0,325258.0,328245.0,330501.0,332878.0,336263.0,338852.0,342073.0,343302.0,346018.0,348206.0,351755.0,355561.0,358563.0,360537.0,362154.0,364448.0,367765.0,370673.0,373033.0,375802.0,377561.0,378685.0,378438.0,378917.0,380144.0,382641.0,385394.0,388299.0,391782.0,396330.0,400345.0,403205.0,405118.0,408078.0,410373.0,412701.0,414466.0,416849.0,419629.0,422700.0,425021.0,428722.0,432566.0,436302.0,438509.0,439203.0,440534.0,441428.0,442758.0,443832.0,445203.0,447163.0,452111.0,457121.0,460749.0,461292.0,461410.0,462493.0,463103.0,464414.0,466540.0,469824.0,473397.0,477802.0,481207.0,484291.0,486436.0,489158.0,491342.0,492651.0,494122.0,495081.0,496535.0,497094.0,498688.0,499225.0,500723.0,501100.0,502515.0,504265.0,504992.0,505617.0,505243.0,505735.0,506067.0,506547.0,507121.0,508056.0,509346.0,512709.0,514302.0,517484.0,518587.0,520678.0,522119.0,525094.0,529701.0,534228.0,539914.0,547065.0,553151.0,562948.0,572898.0,587146.0,601711.0,618912.0,634927.0,647473.0,655757.0,664817.0,675027.0,687869.0,701547.0,726634.0,742913.0,758625.0,758228.0,757942.0,748988.0
106,Evergreen,Denver-Aurora-Lakewood,Jefferson County,376585.0,375538.0,374911.0,375679.0,377841.0,380681.0,383454.0,385409.0,386743.0,387911.0,389811.0,391521.0,394218.0,397936.0,402892.0,405778.0,407836.0,409501.0,412451.0,415310.0,417082.0,418846.0,420737.0,424266.0,427089.0,429858.0,431221.0,433556.0,435522.0,437325.0,438566.0,439911.0,442409.0,445769.0,449769.0,453927.0,459447.0,464213.0,469002.0,472255.0,476292.0,478959.0,481811.0,485775.0,490082.0,493896.0,496121.0,499432.0,502021.0,505898.0,510456.0,515954.0,519188.0,521037.0,522685.0,525053.0,527805.0,530731.0,534148.0,537522.0,540931.0,546278.0,551722.0,557537.0,561072.0,563496.0,563794.0,564195.0,566377.0,570832.0,575274.0,579510.0,583636.0,588103.0,591985.0,595391.0,598734.0,603780.0,608033.0,612403.0,618000.0,624228.0,631496.0,634245.0,637041.0,640325.0,643467.0,646055.0,645726.0,647136.0,647870.0,650343.0,651159.0,653072.0,652484.0,654116.0,657311.0,659984.0,662354.0,662951.0,663707.0,664028.0,665908.0,672038.0,680005.0,689598.0,699714.0,710392.0,722986.0,735294.0,750532.0,765838.0,787131.0,807675.0,827629.0,839136.0,848604.0,854627.0,864366.0,878186.0,892486.0,910173.0,925372.0,940344.0,947401.0,946863.0,942194.0
107,Denver,Denver-Aurora-Lakewood,Denver County,396721.0,399029.0,401926.0,402663.0,403322.0,404590.0,407852.0,411173.0,414895.0,416365.0,418944.0,422832.0,428042.0,433153.0,436139.0,438498.0,439829.0,442019.0,444785.0,448740.0,452060.0,455664.0,458473.0,462004.0,464042.0,465449.0,465472.0,467176.0,470968.0,473393.0,472507.0,470458.0,470838.0,473389.0,476597.0,480295.0,486697.0,494181.0,501167.0,504764.0,504739.0,504221.0,505791.0,510106.0,515171.0,519850.0,524693.0,529478.0,534629.0,539119.0,542261.0,544789.0,548418.0,550998.0,552736.0,553687.0,556836.0,560647.0,563984.0,566772.0,567295.0,568876.0,572539.0,576207.0,581201.0,583088.0,585873.0,585376.0,587030.0,589731.0,593134.0,596041.0,600706.0,605491.0,610637.0,614770.0,620743.0,625659.0,629123.0,631053.0,634356.0,638954.0,642745.0,645968.0,644903.0,642554.0,638089.0,635872.0,635836.0,637478.0,639835.0,641282.0,642391.0,642207.0,641746.0,642526.0,642211.0,642756.0,643625.0,646568.0,649268.0,652148.0,655133.0,658402.0,660472.0,665200.0,670867.0,677299.0,681816.0,686359.0,690997.0,698538.0,711106.0,727537.0,746148.0,759519.0,768664.0,775211.0,784783.0,796064.0,804581.0,815184.0,832593.0,856643.0,875669.0,882516.0,877893.0
108,Denver,Denver-Aurora-Lakewood,Denver County,299832.0,299817.0,300776.0,301615.0,303858.0,306797.0,310254.0,312912.0,315886.0,317138.0,319033.0,321440.0,323765.0,326617.0,328413.0,331898.0,334127.0,337672.0,341339.0,346287.0,349310.0,352185.0,354014.0,357136.0,360097.0,363591.0,365725.0,368155.0,372633.0,376374.0,378724.0,379161.0,381473.0,385866.0,391712.0,397246.0,400542.0,404653.0,409096.0,414301.0,415818.0,417469.0,420848.0,427120.0,433122.0,438566.0,443258.0,448678.0,453609.0,458537.0,462031.0,464848.0,467047.0,469119.0,471745.0,474889.0,478921.0,482817.0,486359.0,489715.0,490331.0,492023.0,495377.0,500145.0,504231.0,506393.0,509001.0,510512.0,512253.0,514936.0,519232.0,523459.0,527869.0,531619.0,535129.0,539914.0,544689.0,550382.0,554665.0,558497.0,562003.0,565336.0,568607.0,571090.0,573887.0,574702.0,574646.0,573380.0,573664.0,573122.0,572525.0,572051.0,571317.0,570688.0,569512.0,571902.0,575980.0,581008.0,585714.0,587821.0,589244.0,588177.0,588370.0,590995.0,595898.0,603314.0,610381.0,617507.0,625422.0,634098.0,643945.0,653187.0,665662.0,680227.0,697295.0,709620.0,718825.0,724274.0,731689.0,740732.0,750992.0,762557.0,779621.0,798367.0,814015.0,819575.0,816126.0
109,Broomfield,Denver-Aurora-Lakewood,Broomfield County,385047.0,385813.0,386409.0,386766.0,387396.0,388708.0,390470.0,391916.0,393682.0,,404509.0,408897.0,409730.0,411378.0,414790.0,416466.0,417899.0,419249.0,,441465.0,452207.0,455394.0,458464.0,461846.0,465294.0,467694.0,470092.0,472281.0,474966.0,477648.0,478669.0,478492.0,478042.0,479164.0,481657.0,484372.0,488477.0,493252.0,497767.0,502080.0,506382.0,510533.0,512481.0,514692.0,517338.0,522059.0,526402.0,531801.0,538123.0,544488.0,549871.0,553018.0,556254.0,559364.0,563556.0,567018.0,570525.0,573852.0,578333.0,582824.0,586670.0,589811.0,589572.0,590400.0,590291.0,591274.0,590637.0,590973.0,592143.0,593359.0,592599.0,595014.0,599993.0,607200.0,613712.0,618230.0,621370.0,624071.0,627086.0,630879.0,634034.0,636190.0,639957.0,643392.0,643977.0,644489.0,643438.0,645877.0,645755.0,646459.0,644832.0,644644.0,644538.0,646269.0,647616.0,650286.0,653054.0,656143.0,657206.0,659079.0,659933.0,661859.0,664095.0,667870.0,672952.0,678653.0,683758.0,688579.0,692702.0,697586.0,706858.0,718168.0,731969.0,747481.0,765688.0,784389.0,800342.0,817721.0,834460.0,850118.0,864285.0,879333.0,897803.0,916389.0,935367.0,944680.0,946805.0
110,Lone Tree,Denver-Aurora-Lakewood,Douglas County,393907.0,395156.0,397061.0,391983.0,388622.0,385203.0,387896.0,389042.0,391910.0,395690.0,399247.0,402353.0,406478.0,409431.0,412899.0,413860.0,416366.0,418748.0,422795.0,427163.0,430424.0,432590.0,435053.0,438155.0,442249.0,445368.0,447880.0,450690.0,452650.0,454102.0,454199.0,454475.0,455383.0,457262.0,459822.0,462507.0,466406.0,471700.0,476494.0,479997.0,483384.0,487693.0,491146.0,493171.0,494826.0,497086.0,500317.0,504078.0,506999.0,511081.0,515373.0,519504.0,521831.0,522487.0,523873.0,524818.0,526078.0,526935.0,528157.0,529991.0,535620.0,541431.0,545573.0,545434.0,544586.0,544964.0,545537.0,547137.0,549367.0,552816.0,556782.0,561925.0,566295.0,570128.0,572878.0,576048.0,578643.0,579592.0,580752.0,581455.0,583417.0,584306.0,586351.0,587064.0,588752.0,589227.0,591015.0,592836.0,593613.0,594063.0,593476.0,593244.0,592882.0,593238.0,593728.0,594850.0,596209.0,600117.0,602294.0,606575.0,608131.0,610003.0,610490.0,613471.0,618835.0,624341.0,630761.0,638850.0,645671.0,657202.0,668969.0,685870.0,701731.0,720948.0,738644.0,753492.0,763211.0,774252.0,786272.0,801222.0,817446.0,842935.0,859066.0,873973.0,873121.0,872240.0,862065.0
111,Lakewood,Denver-Aurora-Lakewood,Jefferson County,262745.0,263433.0,263692.0,264543.0,266678.0,269132.0,271638.0,272335.0,273361.0,274073.0,276211.0,277963.0,280471.0,283441.0,287354.0,290551.0,293799.0,295349.0,298510.0,301725.0,305396.0,307642.0,309005.0,311818.0,313917.0,316507.0,317560.0,319952.0,322093.0,325011.0,327110.0,328682.0,330986.0,334594.0,339008.0,342512.0,347079.0,351056.0,355381.0,358647.0,361667.0,365876.0,368524.0,373352.0,377156.0,383201.0,387785.0,392466.0,395049.0,399037.0,403332.0,407869.0,410473.0,412301.0,415028.0,418786.0,422136.0,425184.0,427798.0,431165.0,433940.0,438149.0,442380.0,447442.0,451391.0,454286.0,455172.0,455036.0,455799.0,458354.0,462055.0,466021.0,469168.0,471710.0,473297.0,475366.0,477619.0,481802.0,486036.0,490036.0,493741.0,497474.0,502286.0,504216.0,506325.0,508913.0,511746.0,513893.0,512603.0,512590.0,512468.0,514368.0,515443.0,517198.0,519113.0,522134.0,525896.0,527367.0,529593.0,530850.0,532968.0,534523.0,537861.0,543984.0,550351.0,557276.0,565111.0,573608.0,582899.0,591140.0,603140.0,615210.0,632080.0,648081.0,663713.0,672537.0,678222.0,681850.0,688284.0,699109.0,711457.0,728489.0,745347.0,762716.0,772196.0,772498.0,766406.0
112,Lakewood,Denver-Aurora-Lakewood,Jefferson County,201451.0,200757.0,200455.0,200865.0,202686.0,204898.0,207235.0,208228.0,209395.0,211097.0,213539.0,215333.0,216695.0,218225.0,220604.0,223172.0,225939.0,228413.0,231416.0,234445.0,237019.0,238990.0,240778.0,243135.0,244966.0,247204.0,248615.0,250395.0,251716.0,253147.0,254998.0,255914.0,257478.0,259018.0,262015.0,264688.0,268794.0,271896.0,274637.0,276652.0,279579.0,283451.0,286688.0,291010.0,295359.0,300538.0,304214.0,308188.0,311166.0,315303.0,319856.0,324863.0,328341.0,330228.0,332312.0,334618.0,337191.0,339130.0,342025.0,344803.0,348106.0,351939.0,356447.0,361376.0,364466.0,366134.0,365639.0,365526.0,367130.0,369805.0,372912.0,375441.0,376056.0,376242.0,376203.0,378331.0,380472.0,383191.0,385374.0,387675.0,390029.0,392119.0,395018.0,395869.0,397783.0,399822.0,402316.0,403590.0,403257.0,403292.0,403728.0,404988.0,406004.0,407077.0,407306.0,408848.0,411918.0,414096.0,415994.0,416266.0,417153.0,417363.0,419449.0,423236.0,428308.0,433605.0,439460.0,445233.0,452091.0,458859.0,468355.0,477636.0,492327.0,505722.0,518978.0,525241.0,530251.0,534411.0,540820.0,549467.0,558149.0,569658.0,581224.0,593306.0,600262.0,600374.0,594110.0
113,Colorado Springs,Colorado Springs,El Paso County,374866.0,375081.0,375622.0,375068.0,376115.0,377896.0,381023.0,383126.0,384285.0,384836.0,386475.0,388113.0,390170.0,392244.0,396176.0,398940.0,401069.0,401078.0,400837.0,401529.0,401719.0,403480.0,405051.0,407699.0,408585.0,409340.0,409820.0,410590.0,409849.0,408353.0,407354.0,406547.0,407138.0,408481.0,409386.0,412024.0,412947.0,414727.0,414565.0,415959.0,418538.0,419151.0,418825.0,417971.0,419343.0,421444.0,424449.0,426649.0,428587.0,430980.0,434319.0,438099.0,440117.0,441495.0,442610.0,443741.0,445495.0,447583.0,450494.0,454371.0,458252.0,461780.0,464243.0,466338.0,468896.0,470818.0,473372.0,475673.0,478407.0,481517.0,485233.0,489244.0,491700.0,493939.0,496070.0,498978.0,501684.0,503722.0,505151.0,505866.0,508188.0,511930.0,515638.0,518656.0,520002.0,522026.0,522362.0,522725.0,522866.0,523900.0,526254.0,528934.0,532663.0,534719.0,536032.0,536645.0,539188.0,543162.0,547503.0,550772.0,553401.0,555003.0,556579.0,559560.0,565144.0,572129.0,576191.0,579097.0,584067.0,591159.0,601758.0,611759.0,625274.0,639966.0,656200.0,671556.0,684916.0,694939.0,703258.0,710969.0,721016.0,729689.0,738427.0,748886.0,759626.0,767357.0,766464.0
